period,term,sex,age_range_start,age_range_end
14-01,寒,男性,65,69
14-01,縮,女性,45,49
14-01,変,男性,45,49
14-01,苦,男性,40,44
14-01,考,女性,40,44
14-01,想,女性,60,64
14-01,上,女性,30,34
14-01,平,男性,40,44
14-01,忍,男性,45,49
14-01,同,女性,55,59
14-01,静,女性,45,49
14-01,平,女性,70,74
14-01,普,女性,50,54
14-01,厳,女性,35,39
14-01,普,男性,40,44
14-01,苦,女性,60,64
14-01,滞,男性,60,64
14-01,普,男性,50,54
14-01,削,女性,30,34
14-01,凡,女性,50,54
14-01,忙,女性,30,34
14-01,忙,男性,40,44
14-01,省,女性,60,64
14-01,動,女性,50,54
14-01,普,男性,50,54
14-01,暗,女性,75,79
14-01,忙,男性,60,64
14-01,忙,男性,35,39
14-01,楽,男性,40,44
14-01,緩,男性,45,49
14-01,鬱,男性,50,54
14-01,忙,男性,45,49
14-01,普,女性,45,49
14-01,貧,女性,45,49
14-01,味,女性,45,49
14-01,忍,男性,55,59
14-01,同,女性,65,69
14-01,猶,男性,45,49
14-01,耐,男性,40,44
14-01,調,男性,60,64
14-01,節,女性,55,59
14-01,苦,女性,50,54
14-01,寒,男性,45,49
14-01,叶,女性,25,29
14-01,苦,男性,45,49
14-01,進,男性,55,59
14-01,動,女性,30,34
14-01,静,男性,65,69
14-01,定,女性,45,49
14-01,耐,女性,45,49
14-01,常,女性,35,39
14-01,疲,女性,60,64
14-01,夢,男性,55,59
14-01,喜,男性,45,49
14-01,望,男性,60,64
14-01,耐,男性,55,59
14-01,学,女性,45,49
14-01,穏,女性,45,49
14-01,明,男性,85,89
14-01,美,女性,55,59
14-01,楽,男性,55,59
14-01,秋,女性,40,44
14-01,寒,男性,60,64
14-01,厳,男性,50,54
14-01,耐,女性,50,54
14-01,普,女性,50,54
14-01,悩,女性,50,54
14-01,痛,男性,50,54
14-01,続,男性,50,54
14-01,走,女性,40,44
14-01,離,女性,30,34
14-01,忍,男性,55,59
14-01,無,男性,35,39
14-01,賢,女性,50,54
14-01,清,女性,30,34
14-01,忙,女性,45,49
14-01,耐,男性,45,49
14-01,出,女性,30,34
14-01,凍,男性,50,54
14-01,忙,男性,60,64
14-01,同,男性,50,54
14-01,厳,女性,55,59
14-01,並,女性,50,54
14-01,穏,男性,55,59
14-01,忙,女性,50,54
14-01,続,男性,60,64
14-01,充,女性,45,49
14-01,控,男性,50,54
14-01,苦,女性,35,39
14-01,普,男性,45,49
14-01,平,男性,45,49
14-01,普,女性,55,59
14-01,望,男性,55,59
14-01,凡,男性,65,69
14-01,省,女性,50,54
14-01,楽,男性,45,49
14-01,観,女性,55,59
14-01,賑,女性,25,29
14-01,冬,男性,45,49
14-01,節,女性,50,54
14-01,同,男性,70,74
14-01,寒,男性,50,54
14-01,同,男性,80,84
14-01,下,女性,55,59
14-01,余,男性,55,59
14-01,窮,男性,50,54
14-01,疲,女性,55,59
14-01,悩,男性,30,34
14-01,常,女性,65,69
14-01,寒,男性,55,59
14-01,然,男性,60,64
14-01,縮,女性,50,54
14-01,同,男性,65,69
14-01,安,女性,40,44
14-01,勢,女性,35,39
14-01,楽,男性,45,49
14-01,温,女性,50,54
14-01,実,女性,65,69
14-01,忍,女性,55,59
14-01,忙,女性,45,49
14-01,忙,女性,60,64
14-01,省,男性,55,59
14-01,寒,男性,35,39
14-01,忙,女性,65,69
14-01,暇,男性,45,49
14-01,明,男性,55,59
14-01,痛,女性,50,54
14-01,昇,男性,45,49
14-01,疲,女性,35,39
14-01,寒,男性,50,54
14-01,冷,女性,50,54
14-01,忍,女性,65,69
14-01,仁,男性,50,54
14-01,平,女性,40,44
14-01,静,女性,45,49
14-01,希,女性,60,64
14-01,楽,女性,75,79
14-01,生,男性,45,49
14-01,清,男性,55,59
14-01,普,男性,40,44
14-01,凡,男性,55,59
14-01,外,女性,30,34
14-01,忍,男性,75,79
14-01,静,女性,60,64
14-01,忙,男性,35,39
14-01,定,男性,45,49
14-01,早,男性,45,49
14-01,平,男性,45,49
14-01,普,男性,35,39
14-01,楽,女性,55,59
14-01,平,女性,30,34
14-01,減,女性,35,39
14-01,寒,男性,35,39
14-01,並,男性,55,59
14-01,低,女性,45,49
14-01,普,男性,55,59
14-01,縮,女性,60,64
14-01,忍,男性,60,64
14-01,忙,男性,55,59
14-01,良,男性,60,64
14-01,生,男性,35,39
14-01,動,女性,60,64
14-01,忍,男性,55,59
14-01,辛,女性,45,49
14-01,不,女性,45,49
14-01,忙,男性,45,49
14-01,並,女性,60,64
14-01,平,女性,50,54
14-01,待,女性,60,64
14-01,変,女性,45,49
14-01,冷,男性,50,54
14-01,楽,女性,60,64
14-01,安,男性,50,54
14-01,穏,男性,60,64
14-01,忙,女性,20,24
14-01,寒,女性,45,49
14-01,家,女性,25,29
14-01,寒,女性,55,59
14-01,昇,男性,35,39
14-01,無,女性,35,39
14-01,高,男性,65,69
14-01,隠,女性,60,64
14-01,疲,女性,40,44
14-01,新,男性,35,39
14-01,無,女性,50,54
14-01,頑,女性,50,54
14-01,普,男性,45,49
14-01,普,女性,30,34
14-01,疲,女性,50,54
14-01,病,女性,50,54
14-01,中,男性,70,74
14-01,節,男性,25,29
14-01,楽,女性,45,49
14-01,力,男性,40,44
14-01,平,男性,45,49
14-01,良,男性,80,84
14-01,疑,男性,45,49
14-01,動,男性,55,59
14-01,寒,男性,50,54
14-01,楽,女性,40,44
14-01,吉,女性,35,39
14-01,省,男性,35,39
14-01,緩,女性,40,44
14-01,質,女性,55,59
14-01,並,男性,50,54
14-01,続,女性,40,44
14-01,酒,男性,45,49
14-01,並,男性,50,54
14-01,簡,男性,70,74
14-01,暇,男性,35,39
14-01,寒,男性,55,59
14-01,実,女性,35,39
14-01,忙,女性,55,59
14-01,出,女性,45,49
14-01,適,女性,50,54
14-01,楽,男性,65,69
14-01,忙,女性,55,59
14-01,幸,男性,45,49
14-01,静,女性,55,59
14-01,並,女性,55,59
14-01,並,男性,50,54
14-01,静,女性,45,49
14-01,痛,女性,50,54
14-01,裕,男性,65,69
14-01,忍,女性,45,49
14-01,電,女性,35,39
14-01,寒,女性,60,64
14-01,平,男性,50,54
14-01,普,男性,60,64
14-01,穏,男性,45,49
14-01,動,男性,70,74
14-01,楽,女性,60,64
14-01,寒,女性,45,49
14-01,備,女性,25,29
14-01,苦,男性,70,74
14-01,忙,女性,45,49
14-01,忙,女性,40,44
14-01,寒,男性,50,54
14-01,忍,女性,60,64
14-01,忙,女性,55,59
14-01,節,女性,55,59
14-01,減,男性,60,64
14-01,苦,女性,60,64
14-01,飲,女性,40,44
14-01,耐,男性,65,69
14-01,不,女性,45,49
14-01,金,男性,50,54
14-01,少,女性,55,59
14-01,忙,男性,40,44
14-01,良,女性,40,44
14-01,静,女性,25,29
14-01,忍,男性,55,59
14-01,寒,男性,55,59
14-01,静,女性,40,44
14-01,凡,男性,55,59
14-01,苦,男性,50,54
14-01,忙,女性,45,49
14-01,淡,女性,60,64
14-01,忙,女性,40,44
14-01,心,女性,45,49
14-01,普,女性,45,49
14-01,寒,男性,40,44
14-01,寒,女性,50,54
14-01,普,女性,50,54
14-01,普,男性,30,34
14-01,平,女性,45,49
14-01,冬,女性,40,44
14-01,慌,女性,55,59
14-01,変,女性,60,64
14-01,疲,女性,50,54
14-01,忙,女性,35,39
14-01,忙,女性,50,54
14-01,疲,女性,45,49
14-01,泉,男性,50,54
14-01,旅,男性,60,64
14-01,忙,女性,60,64
14-01,平,女性,45,49
14-01,金,女性,50,54
14-01,同,女性,45,49
14-01,不,男性,70,74
14-01,忙,女性,25,29
14-01,忙,女性,50,54
14-01,普,女性,65,69
14-01,省,男性,65,69
14-01,同,男性,50,54
14-01,苦,男性,65,69
14-01,虚,女性,50,54
14-01,並,男性,45,49
14-01,忙,女性,50,54
14-01,節,女性,45,49
14-01,穏,女性,45,49
14-01,耐,女性,55,59
14-01,越,女性,50,54
14-01,安,女性,30,34
14-01,普,男性,55,59
14-01,節,女性,50,54
14-01,寒,男性,30,34
14-01,常,女性,55,59
14-01,忍,男性,55,59
14-01,普,男性,55,59
14-01,贅,女性,40,44
14-01,質,女性,40,44
14-01,光,男性,60,64
14-01,好,男性,55,59
14-01,忙,男性,50,54
14-01,費,女性,60,64
14-01,省,女性,70,74
14-01,無,女性,60,64
14-01,忙,女性,45,49
14-01,楽,女性,45,49
14-01,充,男性,60,64
14-01,落,男性,50,54
14-01,忙,女性,60,64
14-01,寒,女性,70,74
14-01,耐,男性,35,39
14-01,疲,男性,55,59
14-01,窮,男性,30,34
14-01,昇,男性,50,54
14-01,礎,男性,65,69
14-01,忙,女性,55,59
14-01,楽,女性,60,64
14-01,貧,男性,40,44
14-01,貧,男性,40,44
14-01,平,女性,50,54
14-01,苦,女性,55,59
14-01,省,女性,60,64
14-01,悩,女性,45,49
14-01,普,女性,45,49
14-01,貯,女性,55,59
14-01,早,女性,50,54
14-01,忍,男性,55,59
14-01,暮,女性,50,54
14-01,緩,女性,25,29
14-01,平,男性,45,49
14-01,忙,女性,35,39
14-01,使,女性,45,49
14-01,常,女性,55,59
14-01,微,男性,65,69
14-01,壊,女性,45,49
14-01,省,男性,50,54
14-01,景,男性,30,34
14-01,寒,男性,55,59
14-01,忙,女性,50,54
14-01,苦,女性,50,54
14-01,頑,女性,40,44
14-01,普,女性,50,54
14-01,苦,男性,50,54
14-01,寒,女性,50,54
14-01,出,女性,50,54
14-01,実,男性,50,54
14-01,株,男性,50,54
14-01,忙,男性,45,49
14-01,寒,男性,25,29
14-01,集,女性,40,44
14-01,厳,女性,35,39
14-01,省,女性,60,64
14-01,考,男性,50,54
14-01,平,女性,50,54
14-01,望,女性,55,59
14-01,平,男性,50,54
14-01,苦,女性,60,64
14-01,普,女性,45,49
14-01,厳,女性,45,49
14-01,楽,女性,50,54
14-01,雑,女性,50,54
14-01,病,女性,55,59
14-01,猫,男性,50,54
14-01,普,女性,45,49
14-01,欠,男性,40,44
14-01,黙,女性,30,34
14-01,郷,女性,45,49
14-01,節,男性,40,44
14-01,見,女性,45,49
14-01,楽,女性,50,54
14-01,普,女性,60,64
14-01,忙,男性,55,59
14-01,過,女性,40,44
14-01,静,女性,35,39
14-01,忍,女性,45,49
14-01,忙,女性,45,49
14-01,楽,男性,50,54
14-01,旨,男性,55,59
14-01,平,男性,50,54
14-01,忙,男性,40,44
14-01,控,男性,35,39
14-01,貧,女性,55,59
14-01,動,女性,35,39
14-01,陰,女性,50,54
14-01,楽,女性,45,49
14-01,減,男性,60,64
14-01,苦,女性,45,49
14-01,静,女性,50,54
14-01,忙,女性,50,54
14-01,貯,男性,45,49
14-01,耐,男性,65,69
14-01,控,男性,70,74
14-01,普,男性,70,74
14-01,苦,男性,45,49
14-01,楽,女性,55,59
14-01,多,女性,45,49
14-01,穏,女性,85,89
14-01,楽,男性,40,44
14-01,疲,女性,30,34
14-01,忙,女性,45,49
14-01,並,男性,40,44
14-01,進,女性,50,54
14-01,厳,男性,70,74
14-01,楽,女性,45,49
14-01,変,女性,30,34
14-01,常,女性,35,39
14-01,麓,男性,70,74
14-01,籠,女性,30,34
14-01,家,男性,35,39
14-01,孫,女性,50,54
14-01,忙,女性,60,64
14-01,冬,女性,30,34
14-01,健,女性,55,59
14-01,喪,男性,55,59
14-01,年,男性,55,59
14-01,控,女性,60,64
14-01,並,男性,55,59
14-01,忙,女性,45,49
14-01,忙,男性,55,59
14-01,継,男性,50,54
14-01,忙,女性,40,44
14-01,無,男性,50,54
14-01,激,男性,30,34
14-01,忙,女性,45,49
14-01,〆,女性,40,44
14-01,忍,女性,45,49
14-01,考,女性,45,49
14-01,平,男性,45,49
14-01,減,女性,45,49
14-01,単,女性,40,44
14-01,冬,女性,50,54
14-01,忙,女性,45,49
14-01,黒,男性,50,54
14-01,速,女性,45,49
14-01,普,女性,40,44
14-01,常,女性,45,49
14-01,安,男性,60,64
14-01,挑,女性,55,59
14-01,耐,男性,55,59
14-01,並,女性,60,64
14-01,楽,女性,35,39
14-01,静,女性,35,39
14-01,苦,女性,45,49
14-01,充,女性,50,54
14-01,廉,男性,70,74
14-01,忙,女性,45,49
14-01,忙,女性,50,54
14-01,健,女性,50,54
14-01,節,女性,25,29
14-01,寒,男性,50,54
14-01,恐,男性,60,64
14-01,上,男性,50,54
14-01,忙,女性,45,49
14-01,親,女性,55,59
14-01,並,女性,45,49
14-01,忍,女性,55,59
14-01,省,女性,40,44
14-01,忙,女性,45,49
14-01,継,男性,55,59
14-01,節,女性,45,49
14-01,普,女性,50,54
14-01,寒,男性,50,54
14-01,忙,女性,80,84
14-01,凡,女性,55,59
14-01,楽,女性,35,39
14-01,落,女性,40,44
14-01,忙,男性,70,74
14-01,平,女性,55,59
14-01,静,女性,45,49
14-01,無,男性,45,49
14-01,軟,男性,55,59
14-01,忙,男性,35,39
14-01,寒,男性,40,44
14-01,多,男性,75,79
14-01,動,女性,55,59
14-01,虚,男性,30,34
14-01,苦,女性,50,54
14-01,没,男性,45,49
14-01,苦,男性,50,54
14-01,同,女性,40,44
14-01,活,女性,60,64
14-01,緩,男性,35,39
14-01,地,男性,45,49
14-01,減,女性,45,49
14-01,小,男性,50,54
14-01,耐,女性,40,44
14-01,楽,男性,45,49
14-01,冬,男性,50,54
14-01,平,男性,50,54
14-01,苦,女性,55,59
14-01,忙,女性,45,49
14-01,直,女性,60,64
14-01,寒,女性,60,64
14-01,忙,男性,35,39
14-01,平,男性,55,59
14-01,叶,女性,55,59
14-01,同,男性,65,69
14-01,野,女性,35,39
14-01,穏,男性,55,59
14-01,節,女性,30,34
14-01,不,男性,45,49
14-01,安,男性,75,79
14-01,昇,男性,65,69
14-01,健,男性,65,69
14-01,予,女性,40,44
14-01,買,男性,35,39
14-01,耐,女性,55,59
14-01,諦,男性,80,84
14-01,耐,男性,60,64
14-01,耐,男性,75,79
14-01,普,女性,45,49
14-01,平,男性,60,64
14-01,無,女性,55,59
14-01,忙,女性,30,34
14-01,省,女性,40,44
14-01,変,女性,60,64
14-01,慌,男性,75,79
14-01,寒,女性,45,49
14-01,貧,女性,45,49
14-01,忙,女性,45,49
14-01,忙,女性,55,59
14-01,静,男性,60,64
14-01,無,女性,50,54
14-01,消,女性,35,39
14-01,緩,男性,65,69
14-01,劣,男性,65,69
14-01,忙,女性,45,49
14-01,疑,男性,75,79
14-01,苦,男性,60,64
14-01,慎,女性,35,39
14-01,実,男性,60,64
14-01,忙,女性,40,44
14-01,高,男性,65,69
14-01,活,女性,30,34
14-01,好,男性,50,54
14-01,忍,男性,50,54
14-01,苦,男性,80,84
14-01,縮,男性,75,79
14-01,節,女性,35,39
14-01,苦,女性,55,59
14-01,学,女性,45,49
14-01,亡,女性,45,49
14-01,普,女性,60,64
14-01,寒,女性,25,29
14-01,忙,女性,50,54
14-01,姿,男性,65,69
14-01,常,男性,45,49
14-01,楽,女性,60,64
14-01,同,女性,65,69
14-01,忙,女性,50,54
14-01,定,女性,50,54
14-01,裕,男性,45,49
14-01,浪,女性,55,59
14-01,穏,女性,60,64
14-01,減,女性,45,49
14-01,静,女性,45,49
14-01,並,女性,50,54
14-01,普,女性,40,44
14-01,忙,女性,45,49
14-01,同,女性,45,49
14-01,怒,男性,50,54
14-01,忙,男性,65,69
14-01,節,男性,60,64
14-01,減,女性,70,74
14-01,忙,女性,50,54
14-01,平,女性,35,39
14-01,悶,男性,65,69
14-01,子,女性,45,49
14-01,計,男性,60,64
14-01,苦,男性,40,44
14-01,無,女性,55,59
14-01,賑,女性,65,69
14-01,忙,女性,35,39
14-01,早,女性,40,44
14-01,忙,女性,45,49
14-01,子,女性,40,44
14-01,繁,男性,65,69
14-01,安,女性,50,54
14-01,苦,男性,30,34
14-01,常,男性,50,54
14-01,出,女性,40,44
14-01,楽,女性,35,39
14-01,忙,男性,40,44
14-01,旅,男性,60,64
14-01,平,男性,50,54
14-01,忙,女性,65,69
14-01,同,女性,50,54
14-01,良,女性,70,74
14-01,楽,男性,50,54
14-01,終,男性,60,64
14-01,常,女性,45,49
14-01,過,女性,55,59
14-01,平,男性,50,54
14-01,旅,女性,65,69
14-01,痛,男性,45,49
14-01,苦,男性,60,64
14-01,捨,女性,45,49
14-01,並,女性,55,59
14-01,並,男性,50,54
14-01,宴,女性,30,34
14-01,瞬,女性,20,24
14-01,寒,女性,50,54
14-01,動,女性,65,69
14-01,並,男性,65,69
14-01,安,男性,65,69
14-01,変,女性,45,49
14-01,常,男性,65,69
14-01,忙,女性,40,44
14-01,冷,男性,65,69
14-01,家,女性,40,44
14-01,平,男性,55,59
14-01,苦,女性,50,54
14-01,病,男性,65,69
14-01,華,女性,40,44
14-01,続,女性,35,39
14-01,苦,女性,35,39
14-01,貧,男性,40,44
14-01,厳,男性,50,54
14-01,節,女性,40,44
14-01,試,女性,25,29
14-01,忙,男性,35,39
14-01,普,女性,45,49
14-01,苦,女性,55,59
14-01,忙,女性,40,44
14-01,並,女性,45,49
14-01,締,女性,30,34
14-01,寒,男性,45,49
14-01,普,男性,60,64
14-01,忙,女性,45,49
14-01,健,男性,75,79
14-01,普,男性,40,44
14-01,忙,男性,55,59
14-01,忙,女性,35,39
14-01,普,女性,45,49
14-01,良,男性,55,59
14-01,健,女性,60,64
14-01,望,女性,50,54
14-01,忙,男性,40,44
14-01,忙,男性,40,44
14-01,並,女性,50,54
14-01,静,女性,50,54
14-01,削,女性,50,54
14-01,忙,女性,55,59
14-01,忙,男性,70,74
14-01,省,女性,40,44
14-01,穏,男性,55,59
14-01,平,女性,45,49
14-01,忙,女性,50,54
14-01,静,男性,55,59
14-01,普,男性,55,59
14-01,節,男性,50,54
14-01,楽,女性,30,34
14-01,忙,女性,60,64
14-01,静,女性,50,54
14-01,寒,男性,35,39
14-01,節,女性,50,54
14-01,困,女性,50,54
14-01,心,男性,65,69
14-01,締,男性,60,64
14-01,忙,女性,60,64
14-01,忍,男性,75,79
14-01,嬉,女性,50,54
14-01,考,女性,70,74
14-01,忙,女性,50,54
14-01,躍,女性,70,74
14-01,希,男性,75,79
14-01,普,男性,70,74
14-01,備,女性,50,54
14-01,並,男性,50,54
14-01,忙,女性,65,69
14-01,考,女性,40,44
14-01,新,女性,35,39
14-01,和,女性,50,54
14-01,枯,女性,65,69
14-01,痛,男性,65,69
14-01,忙,男性,70,74
14-01,上,女性,45,49
14-01,疑,女性,50,54
14-01,普,女性,50,54
14-01,健,男性,80,84
14-01,急,女性,35,39
14-01,困,男性,65,69
14-01,節,女性,55,59
14-01,穏,女性,45,49
14-01,静,男性,70,74
14-01,不,女性,40,44
14-01,忙,女性,45,49
14-01,平,女性,55,59
14-01,控,男性,50,54
14-01,穏,男性,55,59
14-01,静,女性,60,64
14-01,並,女性,50,54
14-01,平,女性,50,54
14-01,平,女性,50,54
14-01,勉,男性,15,19
14-01,嬉,女性,55,59
14-01,耐,女性,35,39
14-01,常,女性,55,59
14-01,寂,女性,65,69
14-01,楽,男性,50,54
14-01,転,男性,55,59
14-01,忙,女性,45,49
14-01,決,女性,35,39
14-01,普,女性,40,44
14-01,普,女性,40,44
14-01,寒,女性,45,49
14-01,窮,女性,40,44
14-01,素,女性,65,69
14-01,同,女性,50,54
14-01,働,女性,40,44
14-01,疲,男性,50,54
14-01,気,女性,60,64
14-01,普,男性,35,39
14-01,願,男性,70,74
14-01,辛,男性,60,64
14-01,不,男性,50,54
14-01,無,女性,65,69
14-01,整,女性,45,49
14-01,謝,女性,50,54
14-01,忙,女性,50,54
14-01,捻,女性,65,69
14-01,待,男性,55,59
14-01,老,女性,55,59
14-01,忙,女性,65,69
14-01,忍,女性,60,64
14-01,貧,女性,60,64
14-01,変,女性,60,64
14-01,疑,男性,60,64
14-01,苦,男性,60,64
14-01,平,男性,45,49
14-01,満,女性,55,59
14-01,嬉,男性,45,49
14-01,忙,女性,45,49
14-01,落,女性,70,74
14-01,太,女性,35,39
14-01,忙,男性,50,54
14-01,忙,女性,30,34
14-01,忙,男性,35,39
14-01,節,女性,60,64
14-01,増,男性,55,59
14-01,穏,男性,65,69
14-01,普,男性,50,54
14-01,選,女性,45,49
14-01,忙,女性,40,44
14-01,続,女性,45,49
14-01,常,男性,50,54
14-01,常,女性,45,49
14-01,忙,男性,55,59
14-01,平,女性,55,59
14-01,同,女性,45,49
14-01,穏,女性,40,44
14-01,忙,女性,50,54
14-01,並,女性,40,44
14-01,節,男性,65,69
14-01,静,女性,50,54
14-01,寒,女性,45,49
14-01,忙,男性,65,69
14-01,同,女性,60,64
14-01,始,女性,45,49
14-01,衰,女性,45,49
14-01,無,男性,70,74
14-01,並,女性,65,69
14-01,楽,男性,50,54
14-01,節,女性,50,54
14-01,忙,女性,65,69
14-01,疲,男性,55,59
14-01,常,男性,55,59
14-01,秋,男性,40,44
14-01,疲,女性,50,54
14-01,穏,男性,50,54
14-01,楽,女性,55,59
14-01,慎,女性,50,54
14-01,忙,女性,35,39
14-01,苦,男性,55,59
14-01,普,男性,45,49
14-01,疲,男性,60,64
14-01,常,女性,55,59
14-01,厳,女性,60,64
14-01,平,女性,45,49
14-01,忙,女性,35,39
14-01,縮,女性,30,34
14-01,忙,女性,50,54
14-01,常,男性,45,49
14-01,普,女性,60,64
14-01,健,女性,50,54
14-01,三,女性,50,54
14-01,楽,男性,55,59
14-01,常,女性,60,64
14-01,節,男性,50,54
14-01,寒,女性,45,49
14-01,同,男性,80,84
14-01,忙,女性,60,64
14-01,緊,女性,60,64
14-01,良,男性,70,74
14-01,忍,男性,40,44
14-01,疑,男性,75,79
14-01,並,男性,45,49
14-01,慣,男性,55,59
14-01,同,女性,55,59
14-01,楽,女性,50,54
14-01,平,男性,65,69
14-01,貧,女性,40,44
14-01,控,女性,50,54
14-01,昇,男性,65,69
14-01,寒,女性,30,34
14-01,旅,男性,40,44
14-01,忙,男性,40,44
14-01,慌,女性,50,54
14-01,平,男性,60,64
14-01,悩,女性,50,54
14-01,省,女性,65,69
14-01,忙,女性,50,54
14-01,同,女性,55,59
14-01,節,女性,45,49
14-01,普,女性,45,49
14-01,続,女性,55,59
14-01,散,女性,45,49
14-01,普,女性,55,59
14-01,希,女性,45,49
14-01,増,女性,55,59
14-01,並,女性,50,54
14-01,忍,女性,55,59
14-01,壊,男性,60,64
14-01,辛,女性,70,74
14-01,疲,女性,40,44
14-01,継,女性,65,69
14-01,疲,男性,50,54
14-01,平,女性,65,69
14-01,家,女性,30,34
14-01,普,男性,55,59
14-01,贅,男性,65,69
14-01,忙,男性,45,49
14-01,同,男性,70,74
14-01,楽,男性,55,59
14-01,平,女性,60,64
14-01,忙,女性,55,59
14-01,待,男性,65,69
14-01,寒,女性,40,44
14-01,住,女性,40,44
14-01,灰,男性,80,84
14-01,低,女性,35,39
14-01,旅,女性,50,54
14-01,忙,女性,30,34
14-01,忙,男性,50,54
14-01,簡,男性,65,69
14-01,忍,女性,50,54
14-01,寒,女性,50,54
14-01,暗,男性,40,44
14-01,怠,女性,35,39
14-01,忙,男性,70,74
14-01,雅,男性,65,69
14-01,同,女性,55,59
14-01,率,男性,60,64
14-01,忙,女性,50,54
14-01,並,男性,60,64
14-01,寒,女性,50,54
14-01,苦,男性,45,49
14-01,楽,男性,65,69
14-01,節,女性,45,49
14-01,厳,女性,30,34
14-01,無,女性,50,54
14-01,耐,女性,45,49
14-01,忙,女性,50,54
14-01,急,女性,40,44
14-01,怖,女性,75,79
14-01,動,女性,60,64
14-01,省,男性,70,74
14-01,冬,男性,55,59
14-01,普,女性,55,59
14-01,同,女性,40,44
14-01,常,女性,40,44
14-01,健,男性,70,74
14-01,静,男性,55,59
14-01,定,女性,45,49
14-01,静,女性,50,54
14-01,楽,女性,60,64
14-01,耐,女性,70,74
14-01,楽,女性,60,64
14-01,忙,女性,40,44
14-01,常,男性,40,44
14-01,寒,女性,30,34
14-01,寒,女性,45,49
14-01,忍,男性,60,64
14-01,低,男性,55,59
14-01,変,女性,30,34
14-01,中,男性,60,64
14-01,無,男性,45,49
14-01,忙,男性,55,59
14-01,裕,男性,65,69
14-01,寒,女性,55,59
14-01,忍,女性,70,74
14-01,楽,男性,65,69
14-01,忍,男性,65,69
14-01,貧,女性,60,64
14-01,慌,女性,35,39
14-01,普,男性,60,64
14-01,楽,女性,30,34
14-01,普,女性,50,54
14-01,控,女性,30,34
14-01,減,女性,65,69
14-01,在,女性,45,49
14-01,食,女性,25,29
14-01,愉,女性,65,69
14-01,具,女性,40,44
14-01,倹,女性,35,39
14-01,満,女性,50,54
14-01,忍,男性,75,79
14-01,苦,男性,45,49
14-01,楽,女性,60,64
14-01,期,女性,45,49
14-01,安,男性,80,84
14-01,無,男性,75,79
14-01,贅,女性,55,59
14-01,忙,男性,30,34
14-01,苦,男性,55,59
14-01,並,女性,35,39
14-01,常,女性,60,64
14-01,忙,女性,50,54
14-01,忍,女性,35,39
14-01,常,女性,45,49
14-01,同,女性,50,54
14-01,楽,男性,65,69
14-01,邪,男性,55,59
